date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2026-06-03,3481,972688727,57019674242,57.0,60.5,56.2,59.4,3.2,354753
2026-06-02,3481,1163170448,64915803779,58.0,58.8,53.6,56.2,0.1,464872
2026-06-01,3481,478118322,26313894519,54.5,56.1,53.7,56.1,5.1,130882
2026-05-29,3481,897327645,44843393073,48.55,51.0,47.65,51.0,4.6,293949
2026-05-28,3481,1259689849,61825285851,50.2,52.2,46.2,46.4,-3.8,499015
2026-05-27,3481,1370411333,65769751304,47.0,50.2,44.45,50.2,4.5,455807
2026-05-26,3481,1463227218,69741658164,52.0,52.2,44.65,45.7,-3.4,550275
2026-05-25,3481,68442854,3360542615,49.1,49.1,49.1,49.1,4.45,20290
2026-05-22,3481,388361570,17019797092,42.45,44.65,42.35,44.65,4.05,98437
2026-05-21,3481,524601290,20927164736,38.0,40.6,38.0,40.6,3.65,148061
2026-05-20,3481,624777587,23006794526,37.8,38.0,36.0,36.95,-0.5,184182
2026-05-19,3481,711814824,27113196976,38.15,39.2,37.2,37.45,-1.25,220748
2026-05-18,3481,948858076,35090047992,35.95,39.4,34.55,38.7,2.6,295631
2026-05-15,3481,892798512,32750209305,35.8,38.4,35.25,36.1,0.7,258325
2026-05-14,3481,998720739,36225796386,38.4,38.65,35.0,35.4,-2.1,316921
2026-05-13,3481,1379646184,49955892133,35.8,37.95,33.85,37.5,2.0,390514
2026-05-12,3481,833426756,28991795812,34.7,35.5,33.6,35.5,3.2,210289
2026-05-11,3481,417999548,13384298780,32.0,32.3,31.05,32.3,2.9,112934
2026-05-08,3481,785095023,23552169690,29.85,31.45,28.65,29.4,-0.35,213655
2026-05-07,3481,860297129,25215236851,28.8,30.1,28.15,29.75,1.65,228459
2026-05-06,3481,845750567,23605850447,27.8,28.9,26.8,28.1,0.85,222002
2026-05-05,3481,486930201,13002346869,25.15,27.25,25.15,27.25,2.45,130824
2026-05-04,3481,152389741,3777679978,24.15,25.15,24.05,24.8,0.85,46481
2026-04-30,3481,103739940,2482917312,24.05,24.3,23.65,23.95,0.0,30424
2026-04-29,3481,132951070,3217964139,24.4,24.7,23.9,23.95,-0.4,42173
2026-04-28,3481,130750892,3210786505,24.3,25.0,24.0,24.35,0.05,42360
2026-04-27,3481,259067260,6189617167,23.5,24.7,22.95,24.3,0.9,68934
2026-04-24,3481,233909107,5495171019,24.2,24.3,23.0,23.4,-0.7,76104
2026-04-23,3481,347083200,8520697945,25.8,25.95,23.9,24.1,-1.5,106136
2026-04-22,3481,164011004,4227184161,26.0,26.3,25.5,25.6,-0.4,50531
2026-04-21,3481,191605469,4992905830,26.35,26.6,25.7,26.0,-0.15,57395
2026-04-20,3481,216671979,5631508007,26.05,26.4,25.5,26.15,0.25,62247
2026-04-17,3481,338854980,8878383557,27.05,27.05,25.8,25.9,-1.35,114990
2026-04-16,3481,559188666,15709285141,28.2,28.9,27.2,27.25,-0.35,166064
2026-04-15,3481,490740497,13590523763,27.6,28.3,27.0,27.6,0.35,130278
2026-04-14,3481,412731989,11215516865,26.75,27.85,26.5,27.25,0.95,117888
2026-04-13,3481,196853660,5138207264,26.0,26.5,25.5,26.3,0.3,55525
2026-04-10,3481,391667912,10239177276,27.55,27.55,25.4,26.0,-0.95,119828
2026-04-09,3481,585534130,15861074912,26.5,28.0,25.7,26.95,0.75,175316
2026-04-08,3481,368105745,9502317318,24.7,26.45,24.7,26.2,2.15,104033
2026-04-07,3481,179826978,4401876161,25.3,25.5,24.0,24.05,-0.6,57385
2026-04-02,3481,280976969,7092162089,25.3,25.9,24.65,24.65,-0.4,82714
